PU_Signal_Strength,Frequency_Band,SNR_SU1,SNR_SU2,SNR_SU3,Cluster_ID,Cluster_Size,SNR_avg,SNR_max,SNR_min,SNR_std,Signal_cluster_ratio,Target
-64.92918503114102,3500,13.134727796145468,5.109027095804785,15.677431212050838,26,16,11.307062034667032,15.677431212050838,5.109027095804785,4.503928876942297,-3.8193638253612363,1
-63.141397228208675,5000,10.030154521830402,7.536356066475748,12.8005505842506,7,13,10.122353724185585,12.8005505842506,7.536356066475748,2.150087052490185,-4.5100998020149055,1
-68.25461240582749,2400,12.619252817459289,2.524408116445505,8.005770412640725,4,15,7.716477115515173,12.619252817459289,2.524408116445505,4.126276799829587,-4.265913275364218,1
-67.11401729976734,5000,5.942731813076849,9.704668204007534,15.617976039524912,29,9,10.421792018869764,15.617976039524912,5.942731813076849,3.9823182222365627,-6.711401729976734,1
-56.52498462377306,5000,10.573545052919284,12.348474751711995,11.840220768975268,24,12,11.587413524535515,12.348474751711995,10.573545052919284,0.7463366023651845,-4.348075740290235,1
-58.94707701381807,1800,7.202947170464334,4.610300130165226,9.441056244828786,20,3,7.084767848486115,9.441056244828786,4.610300130165226,1.9739175808439533,-14.736769253454517,0
-56.06730793927621,2400,5.118505387695119,10.068081082491789,4.583985228029698,7,6,6.590190566072202,10.068081082491789,4.583985228029698,2.4689025609803723,-8.009615419896601,0
-58.28788488239331,2400,6.555568487715939,6.781391887294325,10.925515716232676,4,8,8.087492030414312,10.925515716232676,6.555568487715939,2.0089023342609793,-6.476431653599256,0
-54.365291190819235,2400,7.822091632896564,12.675203341456953,17.339555577638258,29,4,12.61228351733059,17.339555577638258,7.822091632896564,3.8857431003662266,-10.873058238163846,1
-52.97428801476004,5000,14.978778108095408,0.7423716348043872,-0.917505000320201,12,5,4.934548247526531,14.978778108095408,-0.917505000320201,7.134597056125675,-8.829048002460008,0
-73.93373295892883,3500,7.716238402029362,12.84755539219599,-0.7588525338168974,5,16,6.601647086802818,12.84755539219599,-0.7588525338168974,5.6104259798016765,-4.349043115231107,1
-66.8344772033149,2400,4.913838998887107,2.7289736101879196,13.069357411111675,23,10,6.904056673395567,13.069357411111675,2.7289736101879196,4.449839628686709,-6.0758615639377185,1
-61.85100765992031,5000,10.525909689986676,9.160238615106426,10.94468923759121,29,18,10.210279180894771,10.94468923759121,9.160238615106426,0.7619199300555557,-3.255316192627385,1
-60.18142020389873,1800,10.116722642710698,7.164327534069205,12.689534863325452,29,8,9.990195013368451,12.689534863325452,7.164327534069205,2.2574300932043596,-6.686824467099859,1
-65.36072459054427,3500,8.031787951959208,8.557188292764554,7.894456286230372,26,16,8.161144176984712,8.557188292764554,7.894456286230372,0.2856025243070543,-3.8447485053261334,1
-52.70381063209356,1800,9.355106136615493,3.8824369728902637,1.4328906588012789,19,5,4.890144589435679,9.355106136615493,1.4328906588012789,3.3117951325087027,-8.78396843868226,0
-44.160413053675214,3500,13.904908343986284,16.640550562055125,6.672059993657282,26,18,12.405839633232896,16.640550562055125,6.672059993657282,4.205401788393039,-2.3242322659829058,1
-58.51070435534613,5000,12.682823061596707,4.853747689558652,16.24002120690129,5,3,11.258863986018882,16.24002120690129,4.853747689558652,4.756227548497156,-14.627676088836532,1
-59.32527174241431,900,12.336920827494925,5.169385576097097,8.1936430658887,27,14,8.56664982316024,12.336920827494925,5.169385576097097,2.9379971551762156,-3.955018116160954,1
-53.20434995916535,3500,5.265284861919079,17.17928234034207,8.228285320881607,19,16,10.224284174380918,17.17928234034207,5.265284861919079,5.06450672467025,-3.1296676446567853,1
-74.92671804162748,1800,21.546192246861292,11.290806544302656,-0.5175999738596904,21,11,10.773132939101421,21.546192246861292,-0.5175999738596904,9.014940238697406,-6.243893170135624,1
-59.77224847649271,5000,14.205008841096888,4.982973906157606,2.782080061418533,3,9,7.323354269557676,14.205008841096888,2.782080061418533,4.948323666350217,-5.977224847649271,1
-52.16771339625986,3500,12.068114252763486,9.484849296384619,14.440668655654516,27,16,11.997877401600874,14.440668655654516,9.484849296384619,2.0238142687961767,-3.0686890233094037,1
-65.14523197760889,900,5.342752902411162,9.057082122856805,8.962287780118535,26,7,7.787374268462167,9.057082122856805,5.342752902411162,1.7290414896445965,-8.14315399720111,0
-69.81248463921573,900,13.79092045093643,3.2493966497014766,13.964807542622097,11,11,10.335041547753335,13.964807542622097,3.2493966497014766,5.010810439847694,-5.817707053267977,1
-61.486444880798224,2400,7.995485958802687,6.966949623927086,6.985202513747831,7,9,7.315879365492535,7.995485958802687,6.966949623927086,0.48061220212674277,-6.148644488079823,0
-60.48548346561537,2400,9.222916781456139,9.894477152498796,4.128871848041339,29,11,7.748755260665425,9.894477152498796,4.128871848041339,2.5742850494499097,-5.040456955467947,0
-67.26921825532366,1800,3.276882895762868,15.065671623350209,8.956305676459303,17,6,9.099620065190793,15.065671623350209,3.276882895762868,4.813819632158763,-9.609888322189095,1
-43.23070979159239,3500,5.034067656237963,9.244680627095882,7.708187523468808,25,19,7.328978602267551,9.244680627095882,5.034067656237963,1.7397633846835232,-2.1615354895796193,0
-63.82957104806356,3500,11.75418599530854,9.54541916954397,6.66763929553624,9,14,9.322414820129582,11.75418599530854,6.66763929553624,2.0825525262898603,-4.255304736537571,1
-69.22927481141255,2400,14.02493870108196,6.739333316159202,6.771962466863078,21,8,9.178744828034747,14.02493870108196,6.739333316159202,3.4268024412211813,-7.692141645712506,1
-60.74897055256489,3500,12.73961767918014,14.383563124832937,9.460247589474788,9,10,12.194476131162622,14.383563124832937,9.460247589474788,2.0465651623644803,-5.522633686596809,1
-52.73711489836407,3500,12.603275986971795,13.609287006003806,8.033725486152505,10,17,11.415429493042701,13.609287006003806,8.033725486152505,2.426239344509161,-2.9298397165757817,1
-59.86068600801415,900,9.740934172161174,13.15733909192607,6.270926691351051,13,5,9.723066651812765,13.15733909192607,6.270926691351051,2.8113944788913208,-9.976781001335691,1
-56.11524863964798,2400,8.373171938535151,10.447355460278327,17.21885749313318,15,4,12.013128297315552,17.21885749313318,8.373171938535151,3.777148101024436,-11.223049727929595,1
-66.97208475466526,5000,11.155580574261574,3.605705752385294,11.831820099327595,22,11,8.864368808658154,11.831820099327595,3.605705752385294,3.7286707040062903,-5.581007062888772,1
-48.09849242877189,2400,13.285633292401094,14.34667959537214,10.633931016460805,5,10,12.75541463474468,14.34667959537214,10.633931016460805,1.5614041482476095,-4.372590220797445,1
-55.50631177665245,5000,10.019449019734365,10.229318991751127,9.733818391860673,29,6,9.994195467782054,10.229318991751127,9.733818391860673,0.2030739069692048,-7.92947311095035,1
-51.61838744897912,900,14.84100807965362,8.765633914054625,12.662458665982072,3,4,12.089700219896772,14.84100807965362,8.765633914054625,2.5131098916387047,-10.323677489795823,1
-57.078714940198644,1800,9.139722944735968,11.793836247570527,12.127293733453826,27,16,11.020284308586774,12.127293733453826,9.139722944735968,1.336707835474704,-3.3575714670705086,1
-53.400927698169724,3500,6.078884258815796,10.896758815312063,5.862883379612885,27,4,7.612842151246915,10.896758815312063,5.862883379612885,2.3237535135132394,-10.680185539633944,1
-66.98442047741781,900,9.958551031835997,5.723208025752402,3.8709194994901344,8,4,6.517559519026178,9.958551031835997,3.8709194994901344,2.547948212392685,-13.396884095483562,0
-63.9312833335165,3500,10.423889113038273,8.716808554055822,0.9036616637840122,20,9,6.681453110292703,10.423889113038273,0.9036616637840122,4.1445294472131735,-6.393128333351649,0
-49.22815523555176,1800,9.671879730894362,2.383628830337349,17.16772444617845,10,14,9.74107766913672,17.16772444617845,2.383628830337349,6.035780096534099,-3.2818770157034507,1
-47.52206442172829,1800,15.122622243529044,10.344106538395831,8.218760245791763,13,8,11.228496342572214,15.122622243529044,8.218760245791763,2.8870326883322726,-5.280229380192032,1
-69.17652479775262,900,13.221207922896156,15.32051106920456,12.368238152673317,29,6,13.636652381591345,15.32051106920456,12.368238152673317,1.2405440787859647,-9.882360685393232,1
-58.002111457089505,1800,4.276236045513161,2.8175394501261,10.808245075289136,3,15,5.967340190309465,10.808245075289136,2.8175394501261,3.4744514212954996,-3.625131966068094,0
-63.44755040388182,5000,16.137468056793143,10.514512279245904,13.650234953313129,29,4,13.434071763117393,16.137468056793143,10.514512279245904,2.300645244659226,-12.689510080776364,1
-65.5762517549189,1800,-0.9656682433166903,12.673914135178093,9.741848547537195,22,10,7.150031479799533,12.673914135178093,-0.9656682433166903,5.862177561816572,-5.9614774322653545,1
